,FECHA_DOC,CVE_ART,COSTO_TOTAL_CALCULADO
959,2022-08-25,RP00212,177.06
960,2022-08-25,BOBINA004,5227.2
961,2022-08-26,RPISTOLA01,389.85
962,2022-08-26,BC00029,0.0
963,2022-08-26,TP00012,223.04
964,2022-08-26,TUE00373,87.87
965,2022-08-29,TUA00009,2125.57
966,2022-08-29,MA00001,1444.71
967,2022-08-29,EE00067,721.38
968,2022-08-29,EE00068,886.73
969,2022-08-29,CBE00032,1221.56
970,2022-08-29,BB1 1/2X1/2-300W,506.0
971,2022-08-30,TEE00017,4818.85
972,2022-08-31,TUE00374,142.04
973,2022-08-31,TUE00216,5244.49
974,2022-08-31,CBS00075,1517.55
975,2022-08-31,CS58K2105AA1,2868.3
976,2022-08-31,ECQ-00972,6288.76
977,2022-08-31,PT00090,7266.24
978,2022-08-31,TP0025,1846.35
979,2022-08-31,TUE00034,2964.18
980,2022-08-31,TJ00094,239.89
981,2022-08-31,TUA00462,470.05
982,2022-08-31,TUE00365,217.51
983,2022-08-31,TK00066,39.22
984,2022-09-02,TP0004,844.11
985,2022-09-02,TP0016,260.2
986,2022-09-02,TUA00249,1216.54
987,2022-09-02,TP0003,78.65
988,2022-09-02,RC00030,927.84
989,2022-09-05,TP0016,780.6
990,2022-09-05,CS34S2075A00,2887.02
991,2022-09-05,CS34S2100A00,2268.0
992,2022-09-05,TU5/16X230MM,452.46
993,2022-09-06,47980590,693.77
994,2022-09-06,93980461,1261.99
995,2022-09-06,93980465,1165.13
996,2022-09-06,54020219,4271.95
997,2022-09-07,PT00047,6273.1
998,2022-09-07,P25601AB0600,521.55
999,2022-09-07,CS12N1050A00,1016.9
1000,2022-09-07,TUS00126,42.8
1001,2022-09-08,BC00010,2039.25
1002,2022-09-08,RB00003,200.26
1003,2022-09-08,RB00010,1789.82
1004,2022-09-08,CS12F1040A00,204.63
1005,2022-09-08,TP0016,520.4
1006,2022-09-08,CAS00084,1240.49
1007,2022-09-08,CAS00085,203.69
1008,2022-09-08,CAS00086,126.54
1009,2022-09-08,BP00268,136.7
1010,2022-09-08,TUA00098,388.11
1011,2022-09-08,BP00268,136.7
1012,2022-09-08,TUA00468,991.99
1013,2022-09-09,ECQ-00972,6632.15
1014,2022-09-09,ECQ-00974,1388.82
1015,2022-09-09,TP0011,144.4
1016,2022-09-09,TUE00081,873.18
1017,2022-09-09,TUA00473,176.15
1018,2022-09-12,BB1 1/2X1/2-300W,253.0
1019,2022-09-12,TP0004,771.29
1020,2022-09-12,TUE00161,337.18
1021,2022-09-12,CS12J1075A00,429.99
1022,2022-09-12,CAE00045,633.45
1023,2022-09-12,TP0008,531.27
1024,2022-09-12,TP0010,251.36
1025,2022-09-13,TP0012,57.6
1026,2022-09-13,CAS00063,1701.62
1027,2022-09-13,BB1 1/2X1/2-300W,253.0
1028,2022-09-14,TUE00376,28.41
1029,2022-09-14,PK31A1I1A000,2865.87
1030,2022-09-14,TUS00005,505.21
1031,2022-09-14,TP0003,1101.12
1032,2022-09-14,TP0008,1593.82
1033,2022-09-14,RP00213,91.4
1034,2022-09-14,RP00214,13.33
1035,2022-09-14,TUA00474,1139.58
1036,2022-09-14,TUE00094,281.46
1037,2022-09-15,TUA00441,406.12
1038,2022-09-15,TUA00027,682.82
1039,2022-09-19,TP00007,697.83
1040,2022-09-19,CS38H1020A00,136.5
1041,2022-09-19,TU5/16X230MM,226.23
1042,2022-09-19,TU5/16X230MM,226.23
1043,2022-09-19,TUA00009,1911.36
1044,2022-09-19,TP0005,97.49
1045,2022-09-19,TUE00375,896.15
1046,2022-09-20,TUE00378,9353.62
1047,2022-09-20,TP0003,78.65
1048,2022-09-20,TUA00475,197.53
1049,2022-09-20,TUS00127,72.88
1050,2022-09-20,PJ31G1AB0600,400.95
1051,2022-09-20,TUA00476,159.65
1052,2022-09-21,TEA00105,1108.97
1053,2022-09-22,TUA00033,1170.39
1054,2022-09-22,TUS00001,392.91
1055,2022-09-22,TUS00002,863.31
1056,2022-09-22,TEA00017,3013.94
1057,2022-09-22,TUE00379,239.08
1058,2022-09-22,TUE00377,309.63
1059,2022-09-22,TP00008,730.4
1060,2022-09-22,TUE00063,876.79
1061,2022-09-22,TUE00129,523.53
1062,2022-09-22,TUE00334,164.55
1063,2022-09-22,RP00001,33387.05
1064,2022-09-22,TP0003,78.65
1065,2022-09-22,BB1 1/2X1/2-300W,253.0
1066,2022-09-23,BB2X2ST,220.0
1067,2022-09-23,TUA00459,345.97
1068,2022-09-23,TUA00459,345.97
1069,2022-09-23,CAS00051,286.9
1070,2022-09-23,CBS00007,669.24
1071,2022-09-23,TUE00207,685.68
1072,2022-09-23,TUE00207,685.68
1073,2022-09-23,TUE00207,685.68
1074,2022-09-23,TUE00207,685.68
1075,2022-09-23,TP0011,288.8
1076,2022-09-23,BS00006,16025.97
1077,2022-09-23,BS00008,19187.82
1078,2022-09-23,TP0001,192.79
1079,2022-09-26,EE00071,170.62
1080,2022-09-26,BC00006,2233.68
1081,2022-09-26,BL00002,110.26
1082,2022-09-26,BN00145,310.7
1083,2022-09-26,BN00146,507.97
1084,2022-09-26,PT00079,477.16
1085,2022-09-26,PT00083,5185.87
1086,2022-09-26,TEA00100,681.25
1087,2022-09-26,TUE00380,936.33
1088,2022-09-26,TUA00053,824.78
1089,2022-09-26,CS58L2050A00,621.48
1090,2022-09-26,PRECA003,6679.11
1091,2022-09-27,TUA00189,7194.25
1092,2022-09-27,TP0012,230.4
1093,2022-09-28,ECQ-00972,8663.07
1094,2022-09-29,TP00010,524.96
1095,2022-09-29,BN00266,252.21
1096,2022-09-29,CERAISON-14-28,60.0
1097,2022-09-29,TP0012,356.56
1098,2022-09-29,TUA00247,22555.72
1099,2022-09-29,TP0002,188.86
1100,2022-09-30,TUE00184,652.49
1101,2022-09-30,TUE00382,12146.99
1102,2022-09-30,TUA00436,3329.01
1103,2022-09-30,AK00010,131.36
1104,2022-09-30,EE00063,6885.12
1105,2022-09-30,CS58D2030A00,289.73
1106,2022-09-30,CS12D2030A00,192.34
1107,2022-09-30,TUA00200,6402.83
1108,2022-09-30,TUE00383,328.39
1109,2022-09-30,TUA00477,273.77
1110,2022-09-30,CS38D1017B00,266.08
1111,2022-09-30,CAS00013,1300.94
1112,2022-10-04,TP0016,222.0
1113,2022-10-04,TP0025,90.91
1114,2022-10-04,TP0026,113.59
1115,2022-10-04,TP0011,577.6
1116,2022-10-04,TEA00106,413.55
1117,2022-10-04,TP0007,1182.99
1118,2022-10-04,TP0026,1136.37
1119,2022-10-04,BL00060,187.54
1120,2022-10-04,TUE00381,1088.23
1121,2022-10-04,BP00183,133.59
1122,2022-10-05,BB2X2ST,220.0
1123,2022-10-05,TP0012,178.63
1124,2022-10-06,TP0002,125.91
1125,2022-10-06,RP00216,0.0
1126,2022-10-06,TUA00175,1352.89
1127,2022-10-07,BP00269,49.16
1128,2022-10-07,BB2X2ST,880.0
1129,2022-10-07,EE00072,0.0
1130,2022-10-07,BN00267,415.38
1131,2022-10-07,BN00268,253.04
1132,2022-10-07,RP00220,329.0
1133,2022-10-10,TUA00124,1800.09
1134,2022-10-10,TP0011,1444.0
1135,2022-10-10,TUA00478,2131.82
1136,2022-10-11,47980590,2392.5
1137,2022-10-11,47980626,421.11
1138,2022-10-12,BP00259,89.76
1139,2022-10-12,BP00260,72.34
1140,2022-10-12,TUE00112,5213.9
1141,2022-10-12,TUE00113,8135.45
1142,2022-10-12,CS38H1040A11,0.0
1143,2022-10-12,ECQ-00972,6310.2
1144,2022-10-12,ECQ-01444,1921.52
1145,2022-10-12,TUA00475,197.53
1146,2022-10-13,TUS00109,460.25
1147,2022-10-13,TUE00385,70.7
1148,2022-10-14,TU5/16X215V240W,316.45
1149,2022-10-14,70001691,559.81
1150,2022-10-14,70001693,1007.01
1151,2022-10-14,70001694,1247.67
1152,2022-10-14,70001696,1321.62
1153,2022-10-14,70001697,972.31
1154,2022-10-14,70001698,1192.74
1155,2022-10-14,70007685,521.21
1156,2022-10-17,TUE00207,1758.97
1157,2022-10-17,BP00270,47.84
1158,2022-10-17,BP00271,99.37
1159,2022-10-17,BP00272,142.2
1160,2022-10-17,BP00273,39.85
1161,2022-10-18,CAS00083,1314.54
1162,2022-10-18,CAS00084,1376.26
1163,2022-10-18,CAS00085,203.69
1164,2022-10-18,CAS00086,126.29
1165,2022-10-18,TUS00001,382.87
1166,2022-10-18,TUA00021,6716.37
1167,2022-10-18,TU5/16X203V240W,331.33
1168,2022-10-18,TUE00386,379.55
1169,2022-10-19,CAS00073,494.02
1170,2022-10-19,CAS00074,1475.75
1171,2022-10-19,RP00222,67.84
1172,2022-10-19,TUA00057,4993.3
1173,2022-10-19,BS00006,10806.45
1174,2022-10-19,RPISTOLA01,650.58
1175,2022-10-19,TP0003,472.05
1176,2022-10-20,TEA00107,414.84
1177,2022-10-20,TEA00107,829.67
1178,2022-10-20,BN00269,117.24
1179,2022-10-20,TP0015,173.0
1180,2022-10-20,TP0016,222.0
1181,2022-10-20,TP0012,57.6
1182,2022-10-20,TUA00063,436.67
1183,2022-10-20,BO00067,57.07
1184,2022-10-21,CS12C1025A00,775.7
1185,2022-10-21,MR8-250-11-13,800.11
1186,2022-10-21,TUA00463,3863.23
1187,2022-10-21,CS12G1040A00,271.25
1188,2022-10-21,CBE00012,3016.4
1189,2022-10-21,CBE00040,1282.59
1190,2022-10-21,TUA00049,2913.27
1191,2022-10-24,BP00259,89.76
1192,2022-10-24,BP00260,72.34
1193,2022-10-24,BP00274,150.44
1194,2022-10-24,BP00275,53.71
1195,2022-10-24,BP00276,108.81
1196,2022-10-24,BC00010,1416.65
1197,2022-10-24,TEA00108,170.55
1198,2022-10-24,TUA00480,926.71
1199,2022-10-24,TUA00479,3280.08
1200,2022-10-24,TEA00110,166.83
1201,2022-10-25,TUE00258,93.2
1202,2022-10-25,TUE00258,93.2
1203,2022-10-25,BC00030,5304.97
1204,2022-10-25,BP00277,176.5
1205,2022-10-25,BP00278,170.28
1206,2022-10-25,BN00270,350.67
1207,2022-10-25,BB2X2ST,1200.0
1208,2022-10-26,TP0001,96.4
1209,2022-10-26,CS14K2040A00,76.84
1210,2022-10-26,CS14L2040A00,106.65
1211,2022-10-26,TP0006,253.43
1212,2022-10-26,CAS00087,1412.1
1213,2022-10-26,CAS00088,277.2
1214,2022-10-26,TEA00109,145.23
1215,2022-10-26,BL00061,1047.18
1216,2022-10-27,TP0008,531.27
1217,2022-10-27,TP0009,820.82
1218,2022-10-27,TP0010,502.72
1219,2022-10-27,PJ31C1C1B000,198.45
1220,2022-10-27,EE00071,426.55
1221,2022-10-27,TP0003,78.68
1222,2022-10-27,TUA00463,1931.62
1223,2022-10-28,RP00227,78.38
1224,2022-10-28,TUA00481,332.12
1225,2022-10-28,TUA00481,332.12
1226,2022-10-28,EE00063,6885.12
1227,2022-10-28,TUS00048,63.09
1228,2022-10-28,TP0002,125.91
1229,2022-10-31,TUS00113,139.11
1230,2022-10-31,TP0002,62.95
1231,2022-10-31,TP0008,531.27
1232,2022-10-31,PJ18D2E1A410,81.99
1233,2022-10-31,TUA00482,1414.5
1234,2022-10-31,CM10I2040A00,253.47
1235,2022-10-31,P25601AB0600,521.55
1236,2022-10-31,TP0003,1141.15
1237,2022-10-31,TP0008,634.09
1238,2022-10-31,EE00075,544.48
1239,2022-11-01,TP0002,62.95
1240,2022-11-01,TP0001,48.2
1241,2022-11-01,CS12N1050A00,762.68
1242,2022-11-03,CS58O2050A00,290.03
1243,2022-11-03,RP00225,0.0
1244,2022-11-04,TP0002,251.81
1245,2022-11-04,CAS00083,1314.54
1246,2022-11-04,CAS00084,963.38
1247,2022-11-04,CAS00085,5092.2
1248,2022-11-04,CAS00086,126.29
1249,2022-11-04,TUS00016,395.3
1250,2022-11-04,TUS00017,449.36
1251,2022-11-04,TUS00018,598.95
1252,2022-11-04,BO00066,0.0
1253,2022-11-04,RP00192,0.2
1254,2022-11-07,TP0002,102.71
1255,2022-11-07,TP0003,136.41
1256,2022-11-07,TEE00017,2328.4
1257,2022-11-07,TUA00484,2654.96
1258,2022-11-08,TUE00384,18.45
1259,2022-11-08,TUA00483,679.81
1260,2022-11-08,EE00077,1327.51
1261,2022-11-08,CBS00001,7445.6
1262,2022-11-08,BB1 1/2X1/2-300W,278.0
1263,2022-11-08,TP0025,96.83
1264,2022-11-09,BP00259,89.76
1265,2022-11-09,BP00260,72.34
1266,2022-11-10,PJ14R1B40A00,420.67
1267,2022-11-10,TUA00175,1606.58
1268,2022-11-10,ECQ-00971,770.19
1269,2022-11-10,ECQ-00972,6323.81
1270,2022-11-10,P231E1AB0600,0.0
1271,2022-11-10,P231J1AB0600,518.43
1272,2022-11-10,CBS00092,5553.94
1273,2022-11-11,BL00062,626.65
1274,2022-11-11,TP0002,337.86
1275,2022-11-11,TUE00387,202.67
1276,2022-11-11,TP0012,115.2
1277,2022-11-11,TUA00325,9208.38
1278,2022-11-14,TUA00486,408.31
1279,2022-11-14,RPISTOLA01,778.18
1280,2022-11-15,BP00279,514.21
1281,2022-11-15,TU5/16X203V,1628.92
1282,2022-11-15,TUA00436,1664.51
1283,2022-11-15,TUS00128,197.83
1284,2022-11-15,TUS00129,178.15
1285,2022-11-15,TUS00130,171.15
1286,2022-11-15,TP0001,48.2
1287,2022-11-15,TP0024,48.1
1288,2022-11-15,EE00022,654.34
1289,2022-11-15,TK00028,156.48
1290,2022-11-16,RP00223,85.31
1291,2022-11-16,TUE00388,2369.31
1292,2022-11-16,BO00061,539.86
1293,2022-11-16,TUE00122,387.85
1294,2022-11-16,TP0040,153.85
1295,2022-11-16,CAS00089,2514.71
1296,2022-11-16,RP00165,277.5
1297,2022-11-17,TUE00389,1541.46
1298,2022-11-17,TJ00037,519.45
1299,2022-11-17,TP0022,662.99
1300,2022-11-17,TP0040,153.85
1301,2022-11-17,TUA00485,264.62
1302,2022-11-18,TUA00098,597.15
1303,2022-11-18,TUA00468,991.99
1304,2022-11-18,TP0005,194.99
1305,2022-11-18,TP0001,96.4
1306,2022-11-18,TP0002,126.62
1307,2022-11-18,TP0003,65.16
1308,2022-11-18,TJ00095,308.87
1309,2022-11-18,TJ00096,257.43
1310,2022-11-22,TP0011,1444.0
1311,2022-11-22,TP0012,115.2
1312,2022-11-22,CBS00019,2692.66
1313,2022-11-23,TUA00191,1318.1
1314,2022-11-23,TP0022,662.99
1315,2022-11-23,TP0008,372.32
1316,2022-11-23,TP0009,410.41
1317,2022-11-23,TP0010,502.72
1318,2022-11-23,TUE00391,483.02
1319,2022-11-24,TP0001,48.2
1320,2022-11-24,TEE00012,2499.93
1321,2022-11-24,BN00271,157.64
1322,2022-11-24,RP00228,63.9
1323,2022-11-24,TUA00487,1292.27
1324,2022-11-24,TUE00390,60.89
1325,2022-11-24,P114Q1H90412,3985.6
1326,2022-11-24,P251L1J1B000,3845.43
1327,2022-11-25,CBS00001,11843.56
1328,2022-11-25,BS00006,5618.0
1329,2022-11-25,BS00008,6802.89
1330,2022-11-25,TP0003,886.28
1331,2022-11-25,BB00103,337.07
1332,2022-11-25,ECQ-00972,6026.11
1333,2022-11-25,TUE00195,919.68
1334,2022-11-25,CBS00106,286.34
1335,2022-11-28,TU5/16X870J127V,227.18
1336,2022-11-28,CAE00046,137.33
1337,2022-11-28,CM16I2090A00,139.65
1338,2022-11-29,TUA00258,1680.81
1339,2022-11-30,BO00061,539.86
1340,2022-11-30,TUE00142,448.24
1341,2022-11-30,TUA00490,0.0
1342,2022-11-30,TUA00491,0.0
1343,2022-11-30,BN00272,328.36
1344,2022-11-30,BB00102,78.25
1345,2022-11-30,CAS00044,2031.23
1346,2022-11-30,CAE00045,633.45
1347,2022-11-30,CS12C1025A00,775.7
1348,2022-11-30,TUE00166,140.88
1349,2022-11-30,ABRAZA01,213.85
1350,2022-12-05,47980249,1806.71
1351,2022-12-05,47980249,2695.79
1352,2022-12-05,47980626,499.2
1353,2022-12-05,TP0003,237.03
1354,2022-12-05,TEA00095,762.35
1355,2022-12-05,RP00229,0.0
1356,2022-12-05,TUE00142,293.13
1357,2022-12-06,CAE00047,291.13
1358,2022-12-06,TUE00392,196.44
1359,2022-12-06,TP0011,288.8
1360,2022-12-07,BO00005,1734.88
1361,2022-12-07,CBS00092,11537.18
1362,2022-12-07,ABRAZA01,213.85
1363,2022-12-08,TUE00207,1864.79
1364,2022-12-08,TP0012,57.6
1365,2022-12-08,ECQ-00972,6311.82
1366,2022-12-08,TEA00006,1190.47
1367,2022-12-08,TUS00131,0.0
1368,2022-12-08,TEA00111,6681.26
1369,2022-12-09,TUS00052,150.59
1370,2022-12-09,TUA00401,720.39
1371,2022-12-09,TUE00206,733.23
1372,2022-12-09,TP0011,144.4
1373,2022-12-09,TP0012,172.8
1374,2022-12-09,TUA00489,0.0
1375,2022-12-13,TU5/16X870J127V,227.18
1376,2022-12-13,CS14D2017B20,444.27
1377,2022-12-13,TP0016,222.0
1378,2022-12-13,TUA00488,1364.17
1379,2022-12-13,TP0005,584.96
1380,2022-12-13,TP0004,389.19
1381,2022-12-13,TP0008,1226.13
1382,2022-12-13,CBS00107,355.52
1383,2022-12-14,TUE00081,414.88
1384,2022-12-14,TUE00393,166.8
1385,2022-12-14,TUE00207,2345.29
1386,2022-12-15,ECQ-01444,4968.0
1387,2022-12-15,EE00077,2212.51
1388,2022-12-15,ECQ-00971,721.39
1389,2022-12-15,ECQ-00974,1311.27
1390,2022-12-15,ECQ-01444,3866.04
1391,2022-12-16,BO00061,1079.71
1392,2022-12-16,TP0012,57.6
1393,2022-12-19,TUA00494,2335.2
1394,2022-12-20,TUA00433,3722.84
1395,2022-12-20,TU5/16X203V,651.57
1396,2022-12-20,PT00091,198.93
1397,2022-12-20,CAS00083,3417.8
1398,2022-12-20,CAS00084,1376.26
1399,2022-12-20,PJ31A1I1A000,1160.05
1400,2022-12-20,PJ31A1I1A400,1181.01
1401,2022-12-21,CS58R2200A01,4055.46
1402,2022-12-21,TUA00493,0.0
1403,2022-12-22,CBS00109,5337.9
1404,2022-12-22,ECQ-00974,1392.92
1405,2022-12-22,70001698,1073.25
1406,2022-12-22,CAS00035,2726.1
1407,2022-12-22,RP00230,1319.88
1408,2022-12-22,RP00231,99.68
1409,2022-12-22,TUA00492,7120.54
1410,2022-12-22,TP0016,635.0
1411,2022-12-22,TU5/16X230MM,226.23
1412,2022-12-23,TUA00325,4579.08
1413,2022-12-23,RB00007,390.43
1414,2022-12-23,TP00018,153.49
1415,2022-12-23,BP00006,1767.02
1416,2022-12-23,PJ31Q1G1A400,369.62
1417,2022-12-23,BL00002,130.63
1418,2022-12-23,BN00145,572.25
1419,2022-12-23,BN00146,843.82
1420,2022-12-23,PT00079,954.32
1421,2022-12-23,CS12F1040A00,613.88
1422,2022-12-23,CS12H1050A00,628.12
1423,2022-12-23,TUE00394,1789.64
1424,2022-12-23,TUA00470,1884.35
1425,2022-12-23,RB00007,806.55
